timestamp,temp_C,humidity_%,pressure_hPa,gas_resistance_kOhm,mq135_raw,mq135_voltage,mq135_ratio,mq3_raw,mq3_voltage,mq3_ratio,contamination_level_%,label
1801835,32.07,71.03,1007.98,27.47,2037.54,1.642,1.0098,1645.28,1.326,1.4889,100,best
1807704,32.07,71.03,1007.97,27.41,2026.74,1.633,1.0205,1643.56,1.324,1.4915,100,best
1813573,32.07,71.02,1007.98,27.43,2032.56,1.638,1.0147,1641.78,1.323,1.4942,100,best
1819442,32.07,71.03,1007.99,27.49,2032.46,1.638,1.0148,1644.00,1.325,1.4909,100,best
1825311,32.08,71.01,1007.99,27.63,2031.04,1.637,1.0162,1642.98,1.324,1.4924,100,best
1831180,32.08,71.02,1007.99,27.47,2027.38,1.634,1.0198,1643.92,1.325,1.4910,100,best
1837049,32.08,71.04,1007.99,27.65,2023.28,1.630,1.0239,1645.00,1.326,1.4894,100,best
1842918,32.08,71.04,1008.00,27.56,2028.10,1.634,1.0191,1645.36,1.326,1.4888,100,best
1848787,32.08,71.04,1008.00,27.50,2027.12,1.634,1.0201,1652.38,1.332,1.4782,100,best
1854656,32.08,71.04,1008.00,27.59,2023.50,1.631,1.0237,1643.48,1.324,1.4917,100,best
1860525,32.08,71.04,1007.99,27.54,2022.44,1.630,1.0248,1649.36,1.329,1.4828,100,best
1866394,32.08,71.05,1008.00,27.63,2020.14,1.628,1.0271,1642.32,1.323,1.4934,100,best
1872263,32.08,71.05,1007.99,27.59,2019.88,1.628,1.0273,1644.08,1.325,1.4908,100,best
1878132,32.08,71.04,1007.99,27.65,2018.56,1.627,1.0287,1642.24,1.323,1.4935,100,best
1884001,32.09,71.03,1008.00,27.56,2016.38,1.625,1.0309,1646.46,1.327,1.4872,100,best
1889870,32.09,71.04,1008.00,27.59,2015.18,1.624,1.0321,1644.64,1.325,1.4899,100,best
1895739,32.09,71.04,1008.00,27.61,2014.64,1.624,1.0326,1645.36,1.326,1.4888,100,best
1901608,32.09,71.02,1008.01,27.56,2011.02,1.621,1.0363,1645.18,1.326,1.4891,100,best
1907477,32.09,71.02,1007.99,27.61,2009.52,1.619,1.0378,1645.64,1.326,1.4884,100,best
1913346,32.09,71.00,1008.00,27.65,2012.80,1.622,1.0345,1644.80,1.325,1.4897,100,best
1919215,32.09,71.00,1008.00,27.59,2009.72,1.620,1.0376,1644.52,1.325,1.4901,100,best
1925084,32.10,71.00,1008.01,27.63,2006.18,1.617,1.0412,1644.98,1.326,1.4894,100,best
1930953,32.09,71.00,1008.01,27.79,1999.04,1.611,1.0485,1644.52,1.325,1.4901,100,best
1936822,32.10,70.95,1008.02,27.70,2003.40,1.614,1.0440,1643.14,1.324,1.4922,100,best
1942691,32.10,70.97,1008.03,27.70,2002.52,1.614,1.0449,1642.14,1.323,1.4937,100,best
1948560,32.09,70.97,1008.03,27.72,2002.00,1.613,1.0455,1642.80,1.324,1.4927,100,best
1954429,32.09,70.98,1008.03,27.77,2000.82,1.612,1.0467,1651.26,1.331,1.4799,100,best
1960298,32.09,70.99,1008.03,27.74,2000.14,1.612,1.0474,1650.02,1.330,1.4818,100,best
1966167,32.09,70.97,1008.03,27.83,1999.56,1.611,1.0480,1649.66,1.329,1.4823,100,best
1972036,32.10,70.97,1008.03,27.86,1998.92,1.611,1.0486,1660.50,1.338,1.4661,100,best
1977905,32.10,70.97,1008.03,27.86,1998.24,1.610,1.0493,1645.54,1.326,1.4885,100,best
1983774,32.10,70.97,1008.04,27.90,1999.20,1.611,1.0483,1647.56,1.328,1.4855,100,best
1989643,32.10,70.97,1008.04,27.83,1992.50,1.606,1.0552,1647.66,1.328,1.4853,100,best
1995512,32.10,70.96,1008.04,27.81,1990.68,1.604,1.0571,1647.46,1.328,1.4856,100,best
2001381,32.10,70.95,1008.04,27.84,1989.66,1.603,1.0581,1646.90,1.327,1.4865,100,best
2007250,32.10,70.97,1008.04,27.81,1990.10,1.604,1.0577,1646.94,1.327,1.4864,100,best
2013119,32.10,70.95,1008.04,27.86,1991.88,1.605,1.0558,1647.90,1.328,1.4850,100,best
2018988,32.10,70.96,1008.05,27.81,1988.40,1.602,1.0594,1646.72,1.327,1.4868,100,best
2024857,32.10,70.96,1008.05,27.83,1985.74,1.600,1.0622,1647.88,1.328,1.4850,100,best
2030726,32.10,70.93,1008.05,27.95,1984.40,1.599,1.0636,1637.08,1.319,1.5014,100,best
2036595,32.10,70.93,1008.05,27.92,1983.18,1.598,1.0649,1649.12,1.329,1.4831,100,best
2042464,32.10,70.91,1008.05,27.88,1982.78,1.598,1.0653,1647.10,1.327,1.4862,100,best
2048333,32.10,70.93,1008.05,27.99,1981.60,1.597,1.0665,1645.78,1.326,1.4882,100,best
2054202,32.10,70.92,1008.05,27.95,1980.44,1.596,1.0677,1641.02,1.322,1.4954,100,best
2060071,32.10,70.91,1008.05,27.92,1978.32,1.594,1.0699,1641.18,1.323,1.4952,100,best
2065940,32.10,70.91,1008.05,28.06,1976.86,1.593,1.0715,1657.02,1.335,1.4713,100,best
2071809,32.10,70.91,1008.05,28.06,1977.40,1.594,1.0709,1648.36,1.328,1.4843,100,best
2077678,32.10,70.91,1008.05,28.12,1976.24,1.593,1.0721,1647.84,1.328,1.4851,100,best
2083547,32.10,70.91,1008.06,28.10,1972.00,1.589,1.0766,1647.88,1.328,1.4850,100,best
2089416,32.10,70.91,1008.06,28.06,1975.62,1.592,1.0728,1647.64,1.328,1.4854,100,best
2095285,32.10,70.91,1008.06,28.03,1968.10,1.586,1.0807,1645.36,1.326,1.4888,100,best
2101154,32.10,70.91,1008.06,28.03,1968.82,1.587,1.0799,1645.86,1.326,1.4881,100,best
2107023,32.10,70.91,1008.07,28.14,1971.12,1.588,1.0775,1646.78,1.327,1.4867,100,best
2112892,32.10,70.90,1008.07,27.93,1968.28,1.586,1.0805,1646.46,1.327,1.4872,100,best
2118761,32.10,70.91,1008.07,28.10,1968.06,1.586,1.0807,1648.30,1.328,1.4844,100,best
2124630,32.10,70.91,1008.07,28.06,1967.70,1.586,1.0811,1639.88,1.322,1.4971,100,best
2130499,32.11,70.91,1008.07,28.19,1967.42,1.585,1.0814,1638.38,1.320,1.4994,100,best
2136368,32.11,70.91,1008.08,28.17,1966.48,1.585,1.0824,1641.54,1.323,1.4946,100,best
2142237,32.11,70.90,1008.08,28.10,1965.02,1.584,1.0839,1641.62,1.323,1.4945,100,best
2148106,32.11,70.89,1008.09,28.17,1964.88,1.583,1.0841,1648.22,1.328,1.4845,100,best
2153975,32.11,70.89,1008.09,28.08,1962.42,1.581,1.0867,1642.32,1.323,1.4934,100,best
2159844,32.11,70.88,1008.09,28.17,1961.04,1.580,1.0882,1645.14,1.326,1.4891,100,best
2165713,32.11,70.89,1008.10,28.23,1961.14,1.580,1.0881,1646.66,1.327,1.4869,100,best
2171582,32.11,70.89,1008.10,28.21,1957.58,1.578,1.0919,1646.94,1.327,1.4864,100,best
2177451,32.11,70.89,1008.11,28.25,1960.16,1.580,1.0891,1647.68,1.328,1.4853,100,best
2183320,32.11,70.89,1008.11,28.16,1958.68,1.578,1.0907,1647.86,1.328,1.4850,100,best
2189189,32.11,70.89,1008.11,28.19,1955.16,1.576,1.0945,1647.08,1.327,1.4862,100,best
2195058,32.11,70.89,1008.11,28.19,1955.12,1.576,1.0945,1646.28,1.327,1.4874,100,best
2200927,32.11,70.88,1008.11,28.19,1954.68,1.575,1.0950,1645.62,1.326,1.4884,100,best
2206796,32.11,70.88,1008.11,28.25,1954.10,1.575,1.0956,1647.72,1.328,1.4853,100,best
2212665,32.11,70.87,1008.12,28.19,1951.64,1.573,1.0982,1644.98,1.326,1.4894,100,best
2218534,32.11,70.87,1008.12,28.25,1950.42,1.572,1.0995,1647.58,1.328,1.4855,100,best
2224403,32.11,70.87,1008.12,28.36,1948.70,1.570,1.1014,1628.70,1.313,1.5143,100,best
2230272,32.11,70.87,1008.12,28.31,1947.18,1.569,1.1030,1621.26,1.307,1.5258,100,best
2236141,32.11,70.87,1008.13,28.36,1945.36,1.568,1.1050,1624.90,1.309,1.5202,100,best
2242010,32.11,70.86,1008.13,28.38,1943.20,1.566,1.1073,1623.08,1.308,1.5230,100,best
2247879,32.11,70.86,1008.14,28.34,1941.84,1.565,1.1088,1625.24,1.310,1.5196,100,best
2253748,32.11,70.86,1008.13,28.32,1943.12,1.566,1.1074,1629.78,1.313,1.5126,100,best
2259617,32.11,70.86,1008.13,28.32,1941.58,1.565,1.1091,1627.60,1.312,1.5160,100,best
2265486,32.11,70.85,1008.13,28.38,1942.16,1.565,1.1085,1629.00,1.313,1.5138,100,best
2271355,32.11,70.85,1008.14,28.34,1941.98,1.565,1.1087,1629.56,1.313,1.5129,100,best
2277224,32.11,70.86,1008.14,28.48,1942.04,1.565,1.1086,1631.30,1.315,1.5103,100,best
2283093,32.11,70.85,1008.14,28.48,1931.84,1.557,1.1197,1630.82,1.314,1.5110,100,best
2288962,32.11,70.86,1008.14,28.34,1932.60,1.557,1.1189,1633.16,1.316,1.5074,100,best
2294831,32.11,70.86,1008.14,28.36,1936.02,1.560,1.1152,1632.20,1.315,1.5089,100,best
2300700,32.11,70.84,1008.14,28.36,1935.66,1.560,1.1156,1635.18,1.318,1.5043,100,best
2306569,32.11,70.86,1008.15,28.40,1935.86,1.560,1.1153,1630.36,1.314,1.5117,100,best
2312438,32.11,70.84,1008.14,28.34,1934.08,1.559,1.1173,1628.02,1.312,1.5153,100,best
2318307,32.11,70.83,1008.15,28.34,1933.20,1.558,1.1182,1633.84,1.317,1.5064,100,best
2324176,32.11,70.80,1008.15,28.40,1931.06,1.556,1.1206,1634.38,1.317,1.5055,100,best
2330045,32.12,70.79,1008.16,28.44,1929.92,1.555,1.1218,1636.98,1.319,1.5016,100,best
2335914,32.11,70.75,1008.17,28.61,1927.66,1.553,1.1243,1631.70,1.315,1.5097,100,best
2341783,32.11,70.76,1008.17,28.59,1927.42,1.553,1.1246,1634.70,1.317,1.5050,100,best
2347652,32.11,70.74,1008.18,28.57,1924.26,1.551,1.1281,1635.52,1.318,1.5038,100,best
2353521,32.11,70.66,1008.17,28.63,1923.50,1.550,1.1289,1632.88,1.316,1.5078,100,best
2359390,32.11,70.65,1008.17,28.70,1920.62,1.548,1.1321,1635.34,1.318,1.5041,100,best
2365259,32.11,70.66,1008.17,28.88,1921.38,1.548,1.1313,1634.08,1.317,1.5060,100,best
2371128,32.11,70.66,1008.16,28.76,1917.26,1.545,1.1359,1634.58,1.317,1.5052,100,best
2376997,32.11,70.65,1008.17,28.78,1923.06,1.550,1.1294,1634.16,1.317,1.5059,100,best
2382866,32.11,70.66,1008.18,28.80,1917.94,1.546,1.1351,1634.32,1.317,1.5056,100,best
2388735,32.10,70.68,1008.17,28.86,1919.02,1.546,1.1339,1633.20,1.316,1.5073,100,best
2394604,32.10,70.66,1008.17,28.73,1919.24,1.547,1.1337,1636.58,1.319,1.5022,100,best
2400473,32.10,70.70,1008.17,28.96,1916.98,1.545,1.1362,1629.42,1.313,1.5132,100,best
2406342,32.10,70.70,1008.17,28.82,1916.58,1.544,1.1366,1625.14,1.310,1.5198,100,best
2412211,32.10,70.69,1008.17,28.80,1914.62,1.543,1.1388,1626.16,1.310,1.5182,100,best
2418080,32.09,70.70,1008.17,28.88,1913.94,1.542,1.1396,1628.34,1.312,1.5148,100,best
2423949,32.09,70.69,1008.17,28.84,1912.90,1.542,1.1407,1628.94,1.313,1.5139,100,best
2429818,32.09,70.69,1008.18,28.90,1918.94,1.546,1.1340,1635.68,1.318,1.5035,100,best
2435687,32.09,70.69,1008.18,28.84,1914.00,1.542,1.1395,1633.04,1.316,1.5076,100,best
2441556,32.09,70.70,1008.18,28.94,1912.12,1.541,1.1416,1631.28,1.315,1.5103,100,best
2447425,32.09,70.71,1008.18,28.84,1909.50,1.539,1.1445,1637.48,1.320,1.5008,100,best
2453294,32.09,70.72,1008.18,28.86,1909.86,1.539,1.1441,1631.42,1.315,1.5101,100,best
2459163,32.09,70.73,1008.18,29.04,1909.56,1.539,1.1445,1635.66,1.318,1.5036,100,best
2465032,32.09,70.73,1008.18,28.82,1914.82,1.543,1.1386,1639.82,1.321,1.4972,100,best
2470901,32.09,70.72,1008.18,28.88,1907.64,1.537,1.1466,1632.52,1.316,1.5084,100,best
2476770,32.09,70.73,1008.19,28.90,1907.66,1.537,1.1466,1630.40,1.314,1.5117,100,best
2482639,32.09,70.72,1008.19,28.80,1909.32,1.539,1.1447,1630.96,1.314,1.5108,100,best
2488508,32.09,70.71,1008.20,28.86,1915.66,1.544,1.1376,1632.42,1.316,1.5085,100,best
2494377,32.09,70.72,1008.20,28.90,1896.84,1.529,1.1589,1631.84,1.315,1.5094,100,best
2500246,32.08,70.71,1008.20,28.86,1902.42,1.533,1.1525,1632.62,1.316,1.5082,100,best
2506115,32.08,70.72,1008.21,28.82,1905.96,1.536,1.1485,1631.82,1.315,1.5095,100,best
2511984,32.08,70.72,1008.21,28.88,1905.12,1.535,1.1495,1630.44,1.314,1.5116,100,best
2517853,32.08,70.71,1008.20,28.92,1905.36,1.535,1.1492,1631.56,1.315,1.5099,100,best
2523722,32.08,70.73,1008.20,28.86,1904.42,1.535,1.1503,1630.92,1.314,1.5109,100,best
2529591,32.08,70.72,1008.20,28.92,1914.42,1.543,1.1390,1632.32,1.315,1.5087,100,best
2535460,32.08,70.70,1008.20,29.02,1860.44,1.499,1.2011,1631.02,1.314,1.5107,100,best
2541329,32.08,70.70,1008.21,28.92,1884.92,1.519,1.1725,1630.80,1.314,1.5110,100,best
2547198,32.08,70.70,1008.21,28.90,1886.66,1.520,1.1705,1631.66,1.315,1.5097,100,best
2553067,32.08,70.70,1008.21,28.92,1891.84,1.525,1.1646,1629.26,1.313,1.5134,100,best
2558936,32.08,70.70,1008.22,28.92,1886.82,1.521,1.1703,1628.82,1.313,1.5141,100,best
2564805,32.08,70.69,1008.21,28.86,1886.32,1.520,1.1709,1629.30,1.313,1.5133,100,best
2570674,32.08,70.69,1008.22,29.08,1884.58,1.519,1.1729,1620.82,1.306,1.5265,100,best
4073858,30.79,74.92,1008.82,21.54,1612.18,1.299,1.5400,1572.66,1.267,1.6039,75,good
4079727,30.87,74.70,1008.82,23.49,1613.54,1.300,1.5379,1574.22,1.269,1.6013,75,good
4085596,30.94,74.59,1008.82,25.64,1614.78,1.301,1.5359,1577.50,1.271,1.5959,75,good
4091465,31.00,74.52,1008.82,27.17,1614.42,1.301,1.5365,1565.12,1.261,1.6164,75,good
4097334,31.05,74.46,1008.83,28.32,1613.84,1.301,1.5374,1575.38,1.270,1.5994,75,good
4103203,31.10,74.41,1008.84,29.30,1617.68,1.304,1.5314,1576.26,1.270,1.5979,75,good
4109072,31.13,74.38,1008.84,29.95,1615.30,1.302,1.5351,1579.52,1.273,1.5926,75,good
4114941,31.17,74.32,1008.85,30.51,1616.20,1.302,1.5337,1572.86,1.268,1.6035,75,good
4120810,31.20,74.28,1008.85,31.02,1616.38,1.303,1.5334,1577.80,1.271,1.5954,75,good
4126679,31.22,74.24,1008.86,31.36,1616.32,1.303,1.5335,1572.60,1.267,1.6040,75,good
4132548,31.25,74.19,1008.86,31.69,1616.96,1.303,1.5325,1582.54,1.275,1.5876,75,good
4138417,31.27,74.15,1008.86,31.95,1618.02,1.304,1.5309,1584.46,1.277,1.5845,75,good
4144286,31.30,74.09,1008.86,32.12,1617.96,1.304,1.5310,1582.58,1.275,1.5875,75,good
4150155,31.32,74.08,1008.87,32.19,1619.08,1.305,1.5292,1582.56,1.275,1.5876,75,good
4156024,31.34,74.03,1008.87,32.31,1624.48,1.309,1.5208,1583.34,1.276,1.5863,75,good
4161893,31.36,73.95,1008.87,32.41,1623.22,1.308,1.5228,1583.78,1.276,1.5856,75,good
4167762,31.38,73.87,1008.87,32.61,1621.94,1.307,1.5248,1584.10,1.277,1.5851,75,good
4173631,31.39,73.84,1008.87,32.59,1621.76,1.307,1.5250,1580.62,1.274,1.5908,75,good
4179500,31.41,73.79,1008.87,32.84,1621.66,1.307,1.5252,1585.66,1.278,1.5825,75,good
4185369,31.43,73.74,1008.87,32.79,1621.84,1.307,1.5249,1587.86,1.280,1.5789,75,good
4191238,31.44,73.70,1008.87,32.96,1621.96,1.307,1.5247,1587.78,1.280,1.5791,75,good
4197107,31.46,73.67,1008.88,32.91,1623.04,1.308,1.5230,1579.36,1.273,1.5928,75,good
4202976,31.47,73.63,1008.89,32.89,1623.36,1.308,1.5225,1589.48,1.281,1.5763,75,good
4208845,31.49,73.61,1008.89,33.01,1624.02,1.309,1.5215,1588.94,1.280,1.5772,75,good
4214714,31.50,73.58,1008.89,32.91,1623.14,1.308,1.5229,1588.62,1.280,1.5777,75,good
4220583,31.52,73.54,1008.90,32.84,1623.98,1.309,1.5216,1594.28,1.285,1.5686,75,good
4226452,31.53,73.54,1008.91,32.96,1628.46,1.312,1.5146,1591.28,1.282,1.5734,75,good
4232321,31.54,73.50,1008.90,32.99,1624.60,1.309,1.5206,1593.98,1.285,1.5690,75,good
4238190,31.55,73.46,1008.88,32.86,1625.20,1.310,1.5197,1594.46,1.285,1.5683,75,good
4244059,31.57,73.44,1008.88,32.94,1624.42,1.309,1.5209,1595.00,1.285,1.5674,75,good
4249928,31.58,73.41,1008.87,32.94,1625.38,1.310,1.5194,1590.48,1.282,1.5747,75,good
4255797,31.59,73.38,1008.89,33.04,1622.36,1.307,1.5241,1591.90,1.283,1.5724,75,good
4261666,31.60,73.35,1008.88,32.86,1630.12,1.314,1.5121,1597.32,1.287,1.5637,75,good
4267535,31.61,73.33,1008.88,32.94,1628.88,1.313,1.5140,1596.30,1.286,1.5653,75,good
4273404,31.62,73.30,1008.88,32.94,1627.14,1.311,1.5167,1596.78,1.287,1.5645,75,good
4279273,31.63,73.29,1008.87,32.91,1625.76,1.310,1.5188,1587.46,1.279,1.5796,75,good
4285142,31.64,73.26,1008.89,32.89,1628.38,1.312,1.5148,1599.08,1.289,1.5608,75,good
4291011,31.65,73.25,1008.89,32.86,1628.02,1.312,1.5153,1593.62,1.284,1.5696,75,good
4296880,31.66,73.23,1008.89,32.91,1626.78,1.311,1.5172,1591.00,1.282,1.5739,75,good
4302749,31.67,73.21,1008.89,32.96,1629.22,1.313,1.5135,1596.92,1.287,1.5643,75,good
4308618,31.68,73.17,1008.90,33.01,1629.64,1.313,1.5128,1598.58,1.288,1.5616,75,good
4314487,31.69,73.15,1008.90,32.96,1627.24,1.311,1.5165,1598.00,1.288,1.5626,75,good
4320356,31.69,73.14,1008.90,32.74,1627.88,1.312,1.5155,1599.06,1.289,1.5609,75,good
4326225,31.70,73.11,1008.90,32.94,1627.66,1.312,1.5159,1603.70,1.292,1.5535,75,good
4332094,31.71,73.09,1008.90,33.04,1630.34,1.314,1.5117,1594.00,1.285,1.5690,75,good
4337963,31.72,73.05,1008.90,32.91,1633.36,1.316,1.5071,1598.12,1.288,1.5624,75,good
4343832,31.72,73.05,1008.90,32.91,1629.14,1.313,1.5136,1600.46,1.290,1.5586,75,good
4349701,31.73,73.02,1008.91,32.79,1631.08,1.314,1.5106,1600.22,1.290,1.5590,75,good
4355570,31.73,73.02,1008.91,32.74,1629.10,1.313,1.5137,1599.22,1.289,1.5606,75,good
4361439,31.74,73.01,1008.91,32.89,1628.48,1.312,1.5146,1599.82,1.289,1.5597,75,good
4367308,31.75,72.98,1008.90,33.01,1626.96,1.311,1.5170,1606.26,1.294,1.5494,75,good
4373177,31.75,72.97,1008.90,32.76,1632.54,1.316,1.5084,1605.42,1.294,1.5507,75,good
4379046,31.76,72.96,1008.91,32.84,1627.00,1.311,1.5169,1599.76,1.289,1.5598,75,good
4384915,31.77,72.93,1008.91,32.96,1628.04,1.312,1.5153,1600.90,1.290,1.5579,75,good
4390784,31.77,72.93,1008.91,32.79,1626.86,1.311,1.5171,1604.80,1.293,1.5517,75,good
4396653,31.77,72.91,1008.91,32.79,1624.22,1.309,1.5212,1601.54,1.291,1.5569,75,good
4402522,31.78,72.91,1008.92,32.79,1627.36,1.311,1.5163,1601.08,1.290,1.5576,75,good
4408391,31.79,72.89,1008.92,32.81,1629.24,1.313,1.5134,1601.24,1.290,1.5574,75,good
4414260,31.79,72.88,1008.92,32.79,1622.46,1.307,1.5239,1600.52,1.290,1.5585,75,good
4420129,31.79,72.88,1008.92,32.76,1624.26,1.309,1.5211,1601.50,1.291,1.5570,75,good
4425998,31.80,72.84,1008.93,32.66,1625.24,1.310,1.5196,1600.80,1.290,1.5581,75,good
4431867,31.80,72.83,1008.94,32.74,1625.36,1.310,1.5194,1601.38,1.290,1.5572,75,good
4437736,31.81,72.82,1008.93,32.86,1627.12,1.311,1.5167,1601.22,1.290,1.5574,75,good
4443605,31.81,72.81,1008.94,32.89,1625.08,1.310,1.5199,1597.08,1.287,1.5641,75,good
4449474,31.82,72.80,1008.93,32.79,1624.36,1.309,1.5210,1607.86,1.296,1.5469,75,good
4455343,31.82,72.79,1008.93,32.81,1623.86,1.309,1.5218,1602.20,1.291,1.5559,75,good
4461212,31.82,72.78,1008.92,32.56,1624.72,1.309,1.5204,1602.28,1.291,1.5557,75,good
4467081,31.83,72.78,1008.93,32.66,1623.66,1.308,1.5221,1603.42,1.292,1.5539,75,good
4472950,31.83,72.77,1008.93,32.81,1625.28,1.310,1.5196,1603.24,1.292,1.5542,75,good
4478819,31.84,72.76,1008.94,32.76,1625.66,1.310,1.5190,1597.82,1.288,1.5629,75,good
4484688,31.84,72.75,1008.94,32.81,1622.98,1.308,1.5231,1606.56,1.295,1.5489,75,good
4490557,31.84,72.75,1008.95,32.79,1623.76,1.309,1.5219,1600.56,1.290,1.5585,75,good
4496426,31.85,72.74,1008.95,32.84,1623.92,1.309,1.5217,1606.12,1.294,1.5496,75,good
4502295,31.85,72.72,1008.96,32.76,1624.12,1.309,1.5214,1607.60,1.296,1.5473,75,good
4508164,31.85,72.70,1008.96,32.79,1623.40,1.308,1.5225,1612.22,1.299,1.5400,75,good
4514033,31.86,72.70,1008.96,32.79,1623.84,1.309,1.5218,1607.88,1.296,1.5468,75,good
4519902,31.86,72.70,1008.96,32.66,1623.62,1.308,1.5221,1602.02,1.291,1.5561,75,good
4525771,31.86,72.67,1008.96,32.76,1622.80,1.308,1.5234,1609.68,1.297,1.5440,75,good
4531640,31.86,72.67,1008.96,32.74,1618.98,1.305,1.5294,1608.98,1.297,1.5451,75,good
4537509,31.87,72.67,1008.96,32.61,1620.48,1.306,1.5270,1609.68,1.297,1.5440,75,good
4543378,31.87,72.67,1008.96,32.64,1622.76,1.308,1.5235,1607.62,1.296,1.5472,75,good
4549247,31.87,72.67,1008.97,32.79,1622.54,1.308,1.5238,1607.08,1.295,1.5481,75,good
4555116,31.88,72.65,1008.97,32.56,1622.24,1.307,1.5243,1610.30,1.298,1.5430,75,good
4560985,31.88,72.65,1008.97,32.56,1618.54,1.304,1.5301,1613.58,1.300,1.5378,75,good
4566854,31.88,72.65,1008.98,32.81,1624.06,1.309,1.5215,1610.22,1.298,1.5431,75,good
4572723,31.88,72.63,1008.98,32.69,1625.20,1.310,1.5197,1611.20,1.298,1.5416,75,good
4578592,31.88,72.63,1008.98,32.89,1624.80,1.309,1.5203,1611.36,1.299,1.5413,75,good
4584461,31.89,72.63,1008.98,32.64,1620.92,1.306,1.5263,1611.34,1.299,1.5414,75,good
4590330,31.89,72.63,1008.99,32.71,1623.46,1.308,1.5224,1608.66,1.296,1.5456,75,good
4596199,31.89,72.63,1009.00,32.79,1618.58,1.304,1.5300,1611.80,1.299,1.5406,75,good
4602068,31.89,72.61,1009.00,32.66,1622.32,1.307,1.5242,1611.62,1.299,1.5409,75,good
4607937,31.90,72.61,1009.01,32.64,1620.12,1.306,1.5276,1612.00,1.299,1.5403,75,good
4613806,31.90,72.61,1009.00,32.71,1617.28,1.303,1.5320,1611.82,1.299,1.5406,75,good
4619675,31.90,72.60,1009.01,32.69,1616.58,1.303,1.5331,1612.44,1.299,1.5396,75,good
4625544,31.90,72.59,1009.02,32.66,1619.70,1.305,1.5282,1611.00,1.298,1.5419,75,good
4631413,31.90,72.60,1009.02,32.81,1615.98,1.302,1.5341,1612.08,1.299,1.5402,75,good
4637282,31.91,72.60,1009.01,32.74,1631.40,1.315,1.5101,1613.00,1.300,1.5387,75,good
4643151,31.91,72.59,1009.01,32.59,1618.68,1.304,1.5298,1612.02,1.299,1.5403,75,good
4649020,31.91,72.58,1009.01,32.66,1619.44,1.305,1.5287,1612.60,1.300,1.5394,75,good
4654889,31.91,72.58,1009.01,32.66,1616.18,1.302,1.5338,1612.84,1.300,1.5390,75,good
4660758,31.91,72.57,1009.02,32.64,1617.88,1.304,1.5311,1613.24,1.300,1.5384,75,good
4666627,31.92,72.56,1009.01,32.66,1617.16,1.303,1.5322,1614.00,1.301,1.5372,75,good
4672496,31.92,72.56,1009.02,32.61,1616.92,1.303,1.5326,1610.22,1.298,1.5431,75,good
4678365,31.92,72.55,1009.02,32.66,1616.32,1.303,1.5335,1609.16,1.297,1.5448,75,good
4684234,31.92,72.55,1009.02,32.71,1615.48,1.302,1.5349,1610.60,1.298,1.5425,75,good
4690103,31.92,72.54,1009.02,32.61,1613.78,1.300,1.5375,1610.56,1.298,1.5426,75,good
4695972,31.92,72.53,1009.02,32.69,1616.24,1.302,1.5337,1611.02,1.298,1.5419,75,good
4701841,31.92,72.55,1009.02,32.79,1616.00,1.302,1.5340,1618.36,1.304,1.5303,75,good
4707710,31.92,72.53,1009.03,32.74,1616.42,1.303,1.5334,1620.58,1.306,1.5269,75,good
4713579,31.92,72.54,1009.03,32.64,1615.84,1.302,1.5343,1612.92,1.300,1.5389,75,good
4719448,31.92,72.53,1009.03,32.71,1615.68,1.302,1.5345,1611.44,1.299,1.5412,75,good
4725317,31.93,72.54,1009.04,32.81,1611.22,1.298,1.5416,1611.52,1.299,1.5411,75,good
4731186,31.93,72.54,1009.03,32.64,1615.56,1.302,1.5347,1612.06,1.299,1.5402,75,good
4737055,31.93,72.52,1009.04,32.56,1615.90,1.302,1.5342,1611.86,1.299,1.5405,75,good
4742924,31.93,72.54,1009.04,32.66,1615.60,1.302,1.5347,1603.90,1.293,1.5532,75,good
4748793,31.93,72.52,1009.04,32.64,1614.44,1.301,1.5365,1600.46,1.290,1.5586,75,good
4754662,31.93,72.54,1009.05,32.76,1616.30,1.303,1.5336,1610.36,1.298,1.5429,75,good
4760531,31.93,72.53,1009.05,32.61,1614.80,1.301,1.5359,1605.16,1.294,1.5511,75,good
4766400,31.93,72.52,1009.05,32.61,1614.00,1.301,1.5372,1605.08,1.293,1.5513,75,good
4772269,31.93,72.52,1009.05,32.66,1614.10,1.301,1.5370,1609.36,1.297,1.5445,75,good
4778138,31.93,72.52,1009.06,32.66,1613.58,1.300,1.5378,1602.64,1.292,1.5552,75,good
4784007,31.94,72.52,1009.06,32.64,1613.90,1.301,1.5373,1609.92,1.297,1.5436,75,good
4789876,31.94,72.52,1009.06,32.56,1613.34,1.300,1.5382,1601.70,1.291,1.5567,75,good
4795745,31.94,72.52,1009.06,32.81,1614.24,1.301,1.5368,1608.68,1.296,1.5456,75,good
4801614,31.94,72.52,1009.06,32.74,1613.72,1.300,1.5376,1604.46,1.293,1.5523,75,good
4807483,31.94,72.51,1009.07,32.71,1613.38,1.300,1.5381,1606.10,1.294,1.5497,75,good
4813352,31.94,72.50,1009.07,32.71,1614.00,1.301,1.5372,1613.34,1.300,1.5382,75,good
4819221,31.94,72.52,1009.07,32.51,1614.06,1.301,1.5371,1606.24,1.294,1.5494,75,good
4825090,31.94,72.50,1009.07,32.64,1614.94,1.301,1.5357,1602.36,1.291,1.5556,75,good
4830959,31.94,72.50,1009.08,32.56,1610.80,1.298,1.5422,1611.30,1.298,1.5414,75,good
